"period_year" "period_no" "period_week" "item_no" "u_sales"
"46300" 2013 3 11 7513 13
"46301" 2013 3 10 9169 72
"46302" 2013 1 1 31481 7
"46303" 2013 3 11 8220 184
"46304" 2015 3 10 11633 39
"46305" 2015 1 4 19463 93
"46306" 2013 1 4 9401 8354
"46307" 2015 1 5 41651 40
"46308" 2013 1 5 12070 61
"46309" 2015 1 1 51808 2
"46310" 2014 2 8 15050 23
"46311" 2015 1 2 54477 2
"46312" 2014 1 5 8103 43
"46313" 2015 1 3 11696 117
"46314" 2014 2 6 6460 33
"46315" 2013 3 12 8576 74
"46316" 2014 3 12 8937 78
"46317" 2015 3 10 75500 1
"46318" 2013 1 1 19602 33
"46319" 2015 2 9 9916 24
"46320" 2014 3 10 17024 13
"46321" 2015 3 12 75614 0
"46322" 2015 3 12 11014 11
"46323" 2014 1 5 8283 1
"46324" 2014 2 9 39814 23
"46325" 2013 3 10 9876 222
"46326" 2013 1 3 11057 24
"46327" 2015 3 11 17024 20
"46328" 2014 2 8 14234 4
"46329" 2014 3 10 18020 3
"46330" 2015 2 6 74727 9
"46331" 2014 1 3 11707 3
"46332" 2014 1 2 8832 172
"46333" 2015 2 8 12076 11
"46334" 2014 1 3 8876 6
"46335" 2015 1 5 51804 22
"46336" 2014 1 5 11615 91
"46337" 2013 2 9 52260 1
"46338" 2015 2 9 8608 111
"46339" 2014 2 8 9906 60
"46340" 2015 1 4 92295 3
"46341" 2015 3 11 817 47
"46342" 2013 1 2 49510 7
"46343" 2013 2 7 12521 3
"46344" 2015 1 2 45712 75
"46345" 2014 3 10 8714 16
"46346" 2015 1 2 9708 5
"46347" 2013 1 4 8585 9
"46348" 2013 2 7 16142 1
"46349" 2013 1 2 31551 50
"46350" 2015 2 6 10777 30
"46351" 2014 2 7 46968 11
"46352" 2013 2 7 57410 30
"46353" 2013 3 10 10188 1
"46354" 2014 1 3 47027 2
"46355" 2014 3 11 8077 10
"46356" 2013 1 5 13773 11
"46357" 2013 2 8 8921 75
"46358" 2014 2 7 30111 13
"46359" 2015 3 11 10575 9
"46360" 2014 2 6 76573 6
"46361" 2015 3 10 18371 18
"46362" 2014 2 7 8817 2144
"46363" 2014 3 11 1230 4
"46364" 2014 2 6 9397 10
"46365" 2013 2 7 73139 54
"46366" 2015 3 10 27422 1
"46367" 2013 1 5 52293 10
"46368" 2015 1 4 8600 30
"46369" 2015 2 8 9846 948
"46370" 2015 3 11 9868 3749
"46371" 2014 2 8 30467 20
"46372" 2015 1 3 8842 1
"46373" 2015 2 8 20025 54
"46374" 2015 1 1 52094 11
"46375" 2014 2 8 15336 3
"46376" 2015 1 2 58015 5
"46377" 2014 1 2 46479 300
"46378" 2014 3 11 9912 327
"46379" 2015 1 5 8956 44
"46380" 2015 3 11 18020 1
"46381" 2013 3 12 46701 107
"46382" 2015 1 5 8272 52
"46383" 2013 3 11 11864 44
"46384" 2014 1 3 31644 30
"46385" 2013 1 4 8273 149
"46386" 2015 3 11 11282 7
"46387" 2013 2 6 8017 9
"46388" 2015 1 1 18380 2
"46389" 2013 1 5 46972 9
"46390" 2013 2 7 15435 162
"46391" 2014 1 4 9762 201
"46392" 2014 1 4 11067 18
"46393" 2014 2 8 44782 238
"46394" 2014 1 2 6316 7
"46395" 2015 3 12 52282 84
"46396" 2015 2 7 45614 5
"46397" 2014 1 1 13345 2
"46398" 2014 2 7 52003 5
"46399" 2013 1 5 9949 336
"46400" 2015 1 4 9905 33
"46401" 2015 2 6 9649 1
"46402" 2015 3 11 18836 44
"46403" 2014 3 11 8784 2
"46404" 2013 3 11 46969 25
"46405" 2013 2 6 8833 4
"46406" 2013 2 9 11902 42
"46407" 2014 2 6 8690 8
"46408" 2015 2 7 11900 80
"46409" 2014 3 11 52256 1
"46410" 2013 1 1 12672 317
"46411" 2014 2 8 20371 10
"46412" 2014 1 3 12414 161
"46413" 2013 3 11 9946 2
"46414" 2013 1 2 41275 1
"46415" 2014 2 9 48184 516
"46416" 2013 3 10 30102 14
"46417" 2015 3 12 12345 30
"46418" 2013 1 4 9796 6
"46419" 2014 2 7 8531 1
"46420" 2014 1 1 58400 40
"46421" 2013 3 10 9902 74
"46422" 2014 2 8 10410 298
"46423" 2015 1 2 17059 41
"46424" 2013 1 1 34252 2
"46425" 2014 1 2 52281 2
"46426" 2015 3 12 9912 118
"46427" 2013 2 7 19763 24
"46428" 2015 2 9 12541 10
"46429" 2014 1 4 9341 5
"46430" 2014 3 10 58326 108
"46431" 2015 2 8 10158 2
"46432" 2014 1 4 74731 59
"46433" 2014 2 6 45604 6
"46434" 2013 3 11 8818 1242
"46435" 2013 1 2 20150 1
"46436" 2013 2 7 92286 72
"46437" 2014 2 7 9441 55
"46438" 2015 3 10 20518 3
"46439" 2013 2 9 10488 4
"46440" 2013 1 5 12382 20
"46441" 2013 3 12 61208 300
"46442" 2014 3 12 10351 10
"46443" 2013 1 1 48255 2
"46444" 2013 2 9 10176 2
"46445" 2013 2 9 11195 24
"46446" 2013 3 12 1729 44
"46447" 2015 3 11 92461 13
"46448" 2014 1 5 45701 200
"46449" 2014 1 3 14956 13
"46450" 2014 1 2 76320 48
"46451" 2015 3 10 32374 40
"46452" 2014 1 5 10513 36
"46453" 2014 2 8 61015 340
"46454" 2014 1 4 54313 6
"46455" 2013 1 2 7057 68
"46456" 2015 2 8 15302 14
"46457" 2015 1 3 52291 9
"46458" 2014 1 4 9653 7
"46459" 2015 1 3 15629 3
"46460" 2015 2 7 27426 2
"46461" 2015 1 2 9422 1861
"46462" 2013 2 8 74706 70
"46463" 2015 2 8 46978 98
"46464" 2015 2 8 30121 70
"46465" 2014 3 12 20842 291
"46466" 2015 1 2 11915 30
"46467" 2014 1 2 12058 18
"46468" 2015 2 9 7506 1
"46469" 2013 2 6 19636 5
"46470" 2014 1 4 74737 1
"46471" 2013 1 1 52094 111
"46472" 2013 1 4 92295 3
"46473" 2014 1 5 10934 14
"46474" 2015 3 10 19734 5
"46475" 2015 3 11 17050 27
"46476" 2014 1 3 11052 1
"46477" 2015 3 11 10080 18
"46478" 2015 1 5 8882 19
"46479" 2014 2 7 35089 17
"46480" 2013 1 2 8818 804
"46481" 2014 2 8 28060 200
"46482" 2013 1 4 17067 612
"46483" 2013 1 2 9708 16
"46484" 2014 2 6 6592 225
"46485" 2015 1 4 6316 2
"46486" 2013 1 4 19692 6
"46487" 2014 2 8 48249 2
"46488" 2013 1 3 41660 3
"46489" 2013 1 2 12333 1
"46490" 2013 1 5 9869 57
"46491" 2015 1 1 19434 2
"46492" 2015 1 3 17029 12
"46493" 2014 2 7 31634 34
"46494" 2013 3 10 10406 7
"46495" 2014 1 2 9883 16
"46496" 2013 3 12 36557 44
"46497" 2014 1 4 13618 88
"46498" 2015 1 4 30189 3
"46499" 2013 3 12 13743 24
"46500" 2014 3 12 4323 4
"46501" 2014 1 1 73179 163
"46502" 2013 3 11 9457 391
"46503" 2014 2 6 41288 30
"46504" 2014 3 10 11073 2
"46505" 2013 1 1 11994 5
"46506" 2014 3 11 4382 2
"46507" 2014 1 5 41717 46
"46508" 2013 2 9 10938 2
"46509" 2013 3 10 20001 43
"46510" 2013 3 11 19942 32
"46511" 2014 1 2 74746 7
"46512" 2014 2 9 12003 11
"46513" 2014 3 12 48216 15
"46514" 2014 1 4 8766 200
"46515" 2015 1 5 74744 1
"46516" 2015 1 5 81992 1
"46517" 2015 1 4 10830 1
"46518" 2015 1 2 52276 6
"46519" 2015 1 5 11109 1
"46520" 2013 1 3 21640 1
"46521" 2014 3 10 53137 156
"46522" 2015 3 10 51805 3
"46523" 2014 1 4 8875 416
"46524" 2014 1 1 54496 100
"46525" 2015 1 2 9949 147
"46526" 2014 1 4 9765 69
"46527" 2013 3 12 22508 22
"46528" 2013 1 4 20293 3
"46529" 2014 1 4 11992 11
"46530" 2014 2 7 20150 2
"46531" 2015 2 7 10332 2
"46532" 2015 1 1 14413 1
"46533" 2015 3 11 8792 4
"46534" 2014 3 11 12351 1
"46535" 2015 2 8 27837 100
"46536" 2014 3 10 48285 103
"46537" 2013 2 7 8694 3
"46538" 2015 1 3 31739 3
"46539" 2015 1 3 10491 2
"46540" 2014 3 12 12292 1
"46541" 2014 1 2 76346 4
"46542" 2014 1 1 31479 98
"46543" 2015 1 4 8832 80
"46544" 2014 1 2 18021 1
"46545" 2014 3 11 31661 41
"46546" 2014 1 3 48925 32
"46547" 2013 2 9 10311 1
"46548" 2015 1 5 1116 4
"46549" 2013 3 12 48150 21
"46550" 2013 1 1 30906 67
"46551" 2015 2 8 8876 45
"46552" 2013 2 7 19686 140
"46553" 2015 1 5 60177 3
"46554" 2015 2 8 50831 8
"46555" 2015 3 12 75620 4
"46556" 2013 2 6 74724 12
"46557" 2014 3 11 58302 164
"46558" 2014 3 12 10065 112
"46559" 2014 2 9 10978 2
"46560" 2014 1 1 58011 6
"46561" 2015 3 11 99984 -3
"46562" 2013 2 6 73124 3
"46563" 2013 1 4 31574 285
"46564" 2015 1 1 9381 1
"46565" 2013 1 2 6591 15
"46566" 2015 3 12 79447 2
"46567" 2015 2 9 30091 10
"46568" 2015 1 1 34001 1
"46569" 2015 2 7 41896 6
"46570" 2013 2 7 17061 149
"46571" 2014 3 10 17213 10
"46572" 2013 2 8 8661 3
"46573" 2015 1 5 8281 143
"46574" 2014 1 1 35163 1
"46575" 2014 1 1 60527 2
"46576" 2013 2 6 8862 2
"46577" 2014 3 10 19440 1
"46578" 2013 1 1 39814 19
"46579" 2015 2 8 15016 36
"46580" 2015 1 4 74803 1
"46581" 2015 2 8 8673 8
"46582" 2015 1 1 11608 71
"46583" 2013 3 11 41648 58
"46584" 2014 2 6 1537 4
"46585" 2015 1 5 34103 1
"46586" 2013 2 7 19397 35
"46587" 2014 1 2 48214 27
"46588" 2013 2 6 11979 189
"46589" 2013 1 3 8049 9
"46590" 2015 3 12 18016 125
"46591" 2015 3 12 11069 32
"46592" 2013 3 10 13343 1
"46593" 2015 2 6 30843 521
"46594" 2015 2 9 12358 5
"46595" 2014 1 2 19512 7
"46596" 2013 1 1 9057 14
"46597" 2014 3 11 8607 18
"46598" 2015 1 5 48235 48
"46599" 2015 3 11 11995 52
"46600" 2015 1 4 16260 2
"46601" 2014 1 2 8174 5
"46602" 2013 3 12 10938 15
"46603" 2015 3 12 8842 1
"46604" 2013 1 3 13791 49
"46605" 2015 2 8 8564 2
"46606" 2015 1 5 10820 2
"46607" 2013 2 6 11066 49
"46608" 2015 1 3 76571 -1
"46609" 2013 1 4 34342 56
"46610" 2014 2 6 92440 1
"46611" 2014 3 12 9776 2
"46612" 2013 2 6 9861 29
"46613" 2015 2 6 11882 18
"46614" 2015 2 8 8962 4
"46615" 2014 2 9 9667 27
"46616" 2014 2 6 48968 1
"46617" 2014 2 8 12351 1
"46618" 2014 3 10 30120 19
"46619" 2014 1 5 48169 5
"46620" 2013 2 8 9949 60
"46621" 2013 1 3 9961 92
"46622" 2013 2 8 71200 216
"46623" 2015 3 11 52264 8
"46624" 2014 3 10 8872 115
"46625" 2013 3 11 9769 364
"46626" 2015 2 8 41657 2
"46627" 2013 2 8 92279 13
"46628" 2013 1 3 31209 850
"46629" 2013 1 5 15010 1
"46630" 2014 1 1 48356 12
"46631" 2013 2 9 1655 1
"46632" 2014 2 7 19440 1
"46633" 2014 2 6 8905 9
"46634" 2015 2 6 92277 194
"46635" 2015 2 7 18012 84
"46636" 2015 3 11 28414 7
"46637" 2013 1 1 14593 1
"46638" 2015 3 12 92437 1
"46639" 2013 3 10 11717 22
"46640" 2014 1 1 12541 5
"46641" 2013 1 4 41890 14
"46642" 2013 1 3 8962 23
"46643" 2015 1 1 8070 21
"46644" 2013 1 2 8792 20
"46645" 2015 3 11 20385 61
"46646" 2013 3 10 17064 9
"46647" 2013 1 4 16357 11
"46648" 2014 2 6 41491 26
"46649" 2013 1 3 16187 1
"46650" 2014 1 5 58425 1
"46651" 2014 3 11 11724 25
"46652" 2015 1 1 41655 2
"46653" 2013 1 4 34943 80
"46654" 2014 2 9 92286 96
"46655" 2014 1 2 9462 14
"46656" 2015 2 8 47001 243
"46657" 2013 3 12 10314 2
"46658" 2014 3 12 54957 7113
"46659" 2014 3 12 11064 124
"46660" 2014 2 9 58386 5
"46661" 2014 3 11 48249 11
"46662" 2014 3 10 12387 3
"46663" 2013 2 7 9404 15
"46664" 2014 2 7 74731 131
"46665" 2014 2 7 10784 13
"46666" 2013 1 3 11985 5
"46667" 2014 1 2 36621 1
"46668" 2013 1 1 11081 51
"46669" 2013 1 3 17209 9
"46670" 2014 1 4 31614 4
"46671" 2015 3 10 74690 21
"46672" 2015 1 5 13625 12
"46673" 2013 3 10 1727 3
"46674" 2013 2 7 5577 1
"46675" 2015 1 4 50667 1
"46676" 2015 2 8 9901 40
"46677" 2013 1 5 41651 15
"46678" 2014 2 8 14950 4
"46679" 2013 1 2 49121 3
"46680" 2014 1 3 14965 2
"46681" 2014 2 7 9184 21
"46682" 2015 2 7 58341 600
"46683" 2013 1 1 41755 8
"46684" 2015 2 9 8926 116
"46685" 2015 2 9 46968 36
"46686" 2015 3 12 9732 2
"46687" 2013 1 4 18381 24
"46688" 2014 1 1 8290 8
"46689" 2013 3 12 23424 4
"46690" 2013 2 6 16808 3
"46691" 2013 1 5 19633 12
"46692" 2013 3 10 8093 3
"46693" 2014 3 10 20150 2
"46694" 2015 3 10 39814 32
"46695" 2014 1 4 45603 5
"46696" 2014 2 7 8869 290
"46697" 2015 3 11 76569 1
"46698" 2013 3 10 8202 200
"46699" 2013 2 9 13743 26
"46700" 2013 1 4 47031 6
"46701" 2015 1 5 11507 3200
"46702" 2014 1 1 17055 192
"46703" 2015 3 11 16243 2
"46704" 2013 1 2 9731 3
"46705" 2014 1 1 12037 244
"46706" 2014 2 8 4382 2
"46707" 2015 1 5 9798 8
"46708" 2014 3 11 30350 1400
"46709" 2015 2 7 13163 11
"46710" 2014 1 4 74760 5
"46711" 2013 3 11 48077 1
"46712" 2013 2 9 31811 17
"46713" 2014 1 1 8920 54
"46714" 2015 1 3 92280 8
"46715" 2015 3 10 75134 177
"46716" 2013 1 1 10082 2
"46717" 2013 2 8 92282 14
"46718" 2014 2 6 8902 10
"46719" 2013 1 1 10972 1
"46720" 2015 1 5 17226 3
"46721" 2014 3 10 21381 1
"46722" 2013 2 6 8836 1
"46723" 2013 2 8 13799 10
"46724" 2015 1 2 12551 3
"46725" 2015 1 5 10087 553
"46726" 2015 2 9 27861 156
"46727" 2013 2 6 16204 6
"46728" 2014 2 6 48235 86
"46729" 2013 3 10 8803 7
"46730" 2015 1 1 15435 73
"46731" 2015 1 1 41658 2
"46732" 2015 3 12 11962 10
"46733" 2013 3 12 10311 1
"46734" 2015 2 8 36516 13
"46735" 2014 1 3 11736 13
"46736" 2015 3 12 30293 1
"46737" 2015 2 6 10966 3
"46738" 2014 2 9 11688 25
"46739" 2014 3 11 48143 44
"46740" 2014 2 6 52088 10
"46741" 2014 2 8 31598 32
"46742" 2015 2 8 15331 1
"46743" 2015 2 9 52086 106
"46744" 2014 3 11 14950 8
"46745" 2015 3 12 41717 56
"46746" 2015 2 8 30436 200
"46747" 2015 3 11 13618 639
"46748" 2014 1 2 8861 11
"46749" 2014 1 3 8619 10
"46750" 2013 1 4 47057 12
"46751" 2015 1 3 30116 7
"46752" 2015 2 8 10588 1
"46753" 2015 2 6 76568 1
"46754" 2015 2 6 44159 175
"46755" 2015 3 11 11623 13
"46756" 2015 1 4 58324 200
"46757" 2015 2 7 15052 128
"46758" 2015 3 10 14965 3
"46759" 2015 1 3 79290 5
"46760" 2013 2 7 15146 125
"46761" 2015 1 2 11260 5
"46762" 2013 3 12 1655 2
"46763" 2014 1 1 13743 7
"46764" 2014 1 2 10487 3
"46765" 2014 1 1 8811 644
"46766" 2015 2 8 92291 5
"46767" 2013 1 2 7507 5
"46768" 2015 1 3 8576 26
"46769" 2013 1 1 11573 12
"46770" 2014 2 7 8872 361
"46771" 2014 3 11 8501 -1
"46772" 2014 1 4 8082 3
"46773" 2015 2 6 1291 2
"46774" 2015 3 12 17123 50
"46775" 2015 2 9 18893 3
"46776" 2013 2 8 12282 9
"46777" 2013 1 1 8851 50
"46778" 2013 1 2 9914 254
"46779" 2015 2 9 12756 468
"46780" 2014 1 2 74723 1
"46781" 2015 2 7 8912 221
"46782" 2015 2 8 58305 252
"46783" 2013 1 3 8965 44
"46784" 2015 2 7 52284 15
"46785" 2015 3 12 28069 2
"46786" 2013 3 11 19338 11
"46787" 2014 3 10 15009 1
"46788" 2014 2 7 10074 215
"46789" 2013 3 12 58011 15
"46790" 2014 1 3 30468 88
"46791" 2015 2 9 28491 10
"46792" 2013 1 4 39978 10
"46793" 2013 1 5 56026 31
"46794" 2015 1 5 34100 40
"46795" 2015 3 10 8825 51
"46796" 2015 1 5 12420 106
"46797" 2014 2 7 9470 25
"46798" 2014 1 5 49351 3
"46799" 2014 1 5 79444 6
"46800" 2015 1 5 9277 1
"46801" 2013 2 8 11970 160
"46802" 2014 1 5 8730 9
"46803" 2013 3 12 92283 4
"46804" 2014 2 9 52438 8
"46805" 2015 1 1 18014 6
"46806" 2015 3 11 9794 25
"46807" 2013 1 2 73369 5193
"46808" 2013 2 7 20001 40
"46809" 2013 2 8 19338 16
"46810" 2014 3 11 52285 36
"46811" 2013 2 6 13399 3
"46812" 2013 1 4 36254 61
"46813" 2014 3 11 51080 780
"46814" 2014 1 5 11644 906
"46815" 2013 2 9 74779 4
"46816" 2014 1 1 48250 10
"46817" 2015 2 9 17210 2
"46818" 2014 3 12 8863 67
"46819" 2014 2 6 11109 1
"46820" 2014 2 9 49813 4
"46821" 2013 2 6 14604 5
"46822" 2013 3 12 31479 221
"46823" 2013 3 12 9395 2194
"46824" 2013 2 9 656 5
"46825" 2013 2 7 94748 3
"46826" 2014 3 12 74725 3
"46827" 2015 1 5 10399 6
"46828" 2013 1 5 34598 141
"46829" 2014 2 6 12237 44
"46830" 2015 3 10 51802 15
"46831" 2014 2 7 19463 166
"46832" 2014 1 1 8894 4
"46833" 2015 1 5 48212 4
"46834" 2014 3 10 8666 36
"46835" 2014 1 3 8822 4
"46836" 2013 1 2 36555 91
"46837" 2013 1 5 53138 1
"46838" 2015 3 11 52241 12
"46839" 2015 1 3 8997 35
"46840" 2013 1 2 11540 850
"46841" 2015 2 9 20519 3
"46842" 2015 1 5 53147 118
"46843" 2015 3 12 76247 1
"46844" 2015 3 11 17053 6
"46845" 2015 1 1 10065 6
"46846" 2015 3 10 28158 3
"46847" 2015 1 5 13708 14
"46848" 2013 1 3 35185 18
"46849" 2015 2 7 12559 31
"46850" 2013 2 7 8803 4
"46851" 2015 1 3 19943 32
"46852" 2014 3 11 18385 85
"46853" 2014 2 8 91011 1
"46854" 2014 3 12 60470 6
"46855" 2013 2 8 9866 3979
"46856" 2014 1 5 9649 1
"46857" 2015 2 6 18022 5
"46858" 2014 1 2 76349 1
"46859" 2013 1 2 45835 1301
"46860" 2013 1 3 11902 47
"46861" 2015 1 1 11900 2
"46862" 2013 3 12 9916 6
"46863" 2013 2 8 9345 45
"46864" 2015 1 2 9216 4
"46865" 2015 1 2 8718 10
"46866" 2014 3 10 50515 1
"46867" 2014 3 11 10808 0
"46868" 2013 3 11 31621 60
"46869" 2015 1 2 10032 7
"46870" 2014 1 1 95031 5
"46871" 2015 2 6 11278 1
"46872" 2015 3 10 12363 7
"46873" 2015 3 10 14593 1
"46874" 2015 1 3 10783 8
"46875" 2013 2 6 12583 5
"46876" 2015 2 9 9842 5
"46877" 2014 1 1 57410 3
"46878" 2015 1 2 44141 500
"46879" 2015 1 4 57431 4
"46880" 2015 1 2 8827 127
"46881" 2013 1 4 9327 40
"46882" 2014 3 10 9762 211
"46883" 2013 3 11 11970 160
"46884" 2013 1 1 10368 1
"46885" 2014 3 11 8003 42
"46886" 2015 3 10 8851 132
"46887" 2015 2 7 45835 606
"46888" 2014 1 2 36598 32
"46889" 2014 2 6 11733 3
"46890" 2015 1 4 11062 65
"46891" 2014 2 6 37060 220
"46892" 2013 3 10 6579 2
"46893" 2013 1 4 74794 8
"46894" 2014 2 6 4474 2
"46895" 2014 1 5 10937 10
"46896" 2013 1 5 73035 3012
"46897" 2014 3 12 10775 26
"46898" 2015 2 6 46701 66
"46899" 2014 3 10 8162 201
"46900" 2013 1 2 11935 13
"46901" 2015 1 4 31683 250
"46902" 2013 2 7 11608 172
"46903" 2015 3 10 50674 114
"46904" 2015 1 4 8915 1
"46905" 2013 2 7 17064 9
"46906" 2013 2 8 19650 66
"46907" 2015 1 2 9923 27
"46908" 2014 3 10 1215 8
"46909" 2015 1 5 49526 5
"46910" 2014 2 6 11530 500
"46911" 2013 1 3 18016 8
"46912" 2014 2 9 9750 4
"46913" 2015 3 12 8627 51
"46914" 2015 3 11 30223 603
"46915" 2014 2 9 55555 361
"46916" 2015 2 9 31608 1580
"46917" 2015 1 3 8290 6
"46918" 2013 1 4 11239 1
"46919" 2015 3 11 14225 29
"46920" 2013 1 4 11448 35
"46921" 2015 1 4 13163 63
"46922" 2015 1 2 37062 127
"46923" 2013 2 7 15355 1
"46924" 2015 1 5 10402 15
"46925" 2015 3 11 76572 1
"46926" 2015 2 8 34913 208
"46927" 2013 1 1 8662 2
"46928" 2013 1 4 50735 450
"46929" 2015 3 10 14361 8
"46930" 2013 2 8 16218 1
"46931" 2013 1 1 48287 1
"46932" 2013 2 8 19733 12
"46933" 2013 2 7 8800 3
"46934" 2014 1 5 31584 62
"46935" 2015 3 11 74760 6
"46936" 2015 1 5 52254 3
"46937" 2015 2 7 12556 72
"46938" 2013 1 3 20120 1
"46939" 2015 1 4 17262 414
"46940" 2014 2 7 15192 92
"46941" 2013 1 1 12177 1
"46942" 2015 2 8 74767 2
"46943" 2014 1 2 8778 14
"46944" 2014 2 8 8916 215
"46945" 2013 3 10 13340 17
"46946" 2013 1 5 16825 5
"46947" 2015 1 3 76568 1
"46948" 2014 3 12 7131 1
"46949" 2013 2 9 18386 108
"46950" 2014 3 12 52438 26
"46951" 2015 1 5 15331 -1
"46952" 2015 2 9 52003 1
"46953" 2015 3 10 8619 12
"46954" 2013 2 9 48247 18
"46955" 2014 3 11 30479 39
"46956" 2013 1 5 10576 1
"46957" 2015 1 3 71530 137
"46958" 2013 3 11 8166 4
"46959" 2013 1 4 11923 106
"46960" 2013 3 11 73138 68
"46961" 2014 1 5 8000 3
"46962" 2014 1 3 41494 63
"46963" 2013 1 1 8061 5
"46964" 2015 3 12 76327 4
"46965" 2014 3 12 46985 30
"46966" 2014 3 12 34001 3
"46967" 2015 2 7 31703 355
"46968" 2014 3 10 9765 91
"46969" 2013 1 1 73033 77
"46970" 2014 3 10 97110 1
"46971" 2014 2 9 10374 1
"46972" 2014 2 6 20518 5
"46973" 2013 1 5 30121 41
"46974" 2014 2 8 8103 72
"46975" 2014 1 4 8872 168
"46976" 2014 1 3 20787 28
"46977" 2013 3 10 17067 762
"46978" 2013 3 10 41896 48
"46979" 2015 2 6 50242 339
"46980" 2015 3 11 41275 3
"46981" 2015 3 11 45603 4
"46982" 2014 2 8 52285 2
"46983" 2013 1 2 12439 61
"46984" 2014 1 3 11235 7
"46985" 2013 2 9 48356 166
"46986" 2014 2 6 8696 9
"46987" 2015 2 8 12420 38
"46988" 2013 3 10 34943 122
"46989" 2013 2 8 51117 50
"46990" 2014 3 10 47077 147
"46991" 2013 1 2 16140 7
"46992" 2015 3 11 76283 3
"46993" 2013 2 7 9902 127
"46994" 2013 2 7 13838 1
"46995" 2014 1 4 31720 1232
"46996" 2015 2 6 16840 72
"46997" 2014 3 11 11644 1207
"46998" 2015 1 2 58021 29
"46999" 2013 3 11 41651 9
"47000" 2015 1 3 19734 4
"47001" 2015 2 7 16595 73
"47002" 2013 1 1 20315 4
"47003" 2013 3 12 58326 154
"47004" 2014 3 10 34282 14
"47005" 2015 1 2 11841 22
"47006" 2015 1 5 54956 -5
"47007" 2013 3 11 9952 54
"47008" 2014 3 11 81731 50
"47009" 2013 2 8 9766 8
"47010" 2013 1 1 51802 1
"47011" 2013 3 12 1340 1
"47012" 2015 2 8 9277 2
"47013" 2014 1 3 8931 13
"47014" 2015 3 11 45712 110
"47015" 2014 2 8 50473 22
"47016" 2014 3 12 11688 7
"47017" 2014 2 6 13651 2
"47018" 2013 3 10 45614 8
"47019" 2013 2 7 36254 9
"47020" 2014 1 2 21347 6
"47021" 2015 2 7 74777 1
"47022" 2015 3 11 97110 6
"47023" 2013 2 7 22122 4
"47024" 2015 3 10 75506 239
"47025" 2013 1 3 11879 66
"47026" 2014 2 6 47027 1
"47027" 2013 2 9 9730 4
"47028" 2014 1 5 39908 51
"47029" 2014 1 3 7517 2
"47030" 2014 2 7 92281 6
"47031" 2015 1 1 10403 7
"47032" 2013 2 6 18013 8
"47033" 2014 1 5 8627 55
"47034" 2015 1 5 27425 1
"47035" 2015 2 7 8600 18
"47036" 2014 3 10 9264 1
"47037" 2014 2 8 39885 156
"47038" 2013 2 9 14559 3
"47039" 2013 3 10 48239 7
"47040" 2014 2 8 12457 22
"47041" 2015 3 11 75862 29
"47042" 2013 1 2 10518 93
"47043" 2013 3 10 20605 12
"47044" 2013 1 1 9764 119
"47045" 2014 2 9 20842 150
"47046" 2013 1 3 46984 6
"47047" 2013 1 2 21381 1
"47048" 2014 1 3 14962 23
"47049" 2014 2 7 9762 226
"47050" 2014 1 3 18380 36
"47051" 2014 1 4 36506 4
"47052" 2013 3 11 8249 55
"47053" 2013 2 7 19689 1
"47054" 2013 2 8 30115 2
"47055" 2015 1 5 31624 850
"47056" 2013 1 2 22509 15
"47057" 2013 1 2 8898 46
"47058" 2013 3 12 8920 167
"47059" 2014 2 9 10795 32
"47060" 2015 2 6 10362 1
"47061" 2015 1 3 13800 3
"47062" 2015 1 3 9472 7
"47063" 2014 2 6 11238 5
"47064" 2015 2 7 11955 198
"47065" 2014 1 5 8312 2
"47066" 2015 3 11 73369 359
"47067" 2014 2 6 21620 4
"47068" 2014 1 4 9974 1
"47069" 2015 1 5 18829 4
"47070" 2013 1 3 74727 3
"47071" 2013 2 6 19427 9
"47072" 2014 1 2 9777 1
"47073" 2014 2 8 11830 6
"47074" 2013 3 11 10158 4
"47075" 2014 3 12 8070 21
"47076" 2015 2 9 8219 35
"47077" 2015 3 11 30435 1
"47078" 2014 2 9 11061 13
"47079" 2014 2 9 41655 19
"47080" 2015 1 1 16600 12
"47081" 2014 2 6 13625 14
"47082" 2015 1 2 8615 84
"47083" 2014 2 6 9798 9
"47084" 2015 3 11 76489 11
"47085" 2013 1 2 17053 21
"47086" 2013 1 2 10312 1
"47087" 2014 1 3 15357 1
"47088" 2015 1 5 1723 5
"47089" 2015 1 5 8278 201
"47090" 2014 1 1 12930 6
"47091" 2015 3 10 48158 84
"47092" 2015 1 5 48106 16
"47093" 2014 2 7 11989 1
"47094" 2015 1 5 75062 1
"47095" 2014 2 6 11633 118
"47096" 2015 3 10 75818 2
"47097" 2014 3 12 49813 3
"47098" 2015 1 5 34810 3
"47099" 2014 2 6 30276 10
"47100" 2013 2 8 11864 67
"47101" 2014 1 4 11700 55
"47102" 2013 1 2 11440 711
"47103" 2014 2 6 9406 55
"47104" 2015 2 9 30111 6
"47105" 2015 3 10 9220 2
"47106" 2013 3 10 20293 5
"47107" 2014 2 9 9381 75
"47108" 2014 2 9 13709 23
"47109" 2013 3 10 16357 16
"47110" 2013 2 8 31638 9
"47111" 2015 3 12 18013 64
"47112" 2015 1 1 73646 50
"47113" 2015 2 6 19439 2
"47114" 2014 1 3 9930 323
"47115" 2014 2 9 19763 22
"47116" 2014 1 2 74743 3
"47117" 2013 3 12 8714 33
"47118" 2013 1 1 30809 1600
"47119" 2015 2 8 39945 1
